Year,T2M,RH2M,PRECTOTCORR,District_Name,NDVI,Yield
2020,25.928825136612023,50.64256830601093,684.09,auraiya,0.4047858820802457,3.7509987478385303
2021,26.030054794520545,51.732164383561646,885.86,auraiya,0.410526867712608,3.8480016546181575
2022,26.07180821917808,54.85586301369863,950.33,auraiya,0.4241495755688659,3.627995831886072
2023,25.99284931506849,52.7465205479452,735.4,auraiya,0.4402984989963551,3.813998505088449
2024,26.093743169398905,54.27352459016394,930.87,auraiya,0.3977472245431392,2.264996501854496
2015,26.87109589041096,48.46679452054795,713.63,azamgarh,0.3004200004276206,2.397999261321154
2016,26.432650273224045,53.77877049180328,1006.81,azamgarh,0.3915406827596206,2.448998125014119
2017,26.62315068493151,53.30945205479452,867.65,azamgarh,0.383046281860554,2.5939997991783774
2018,26.463150684931502,50.792630136986304,841.05,azamgarh,0.3373946452195279,2.7300002157823187
2019,26.047589041095893,58.28934246575343,1098.19,azamgarh,0.3462773583728076,2.586992091628034
2020,24.74530054644809,64.11562841530055,1099.37,azamgarh,0.3893196893380513,2.7970014657399407
2021,25.28416438356164,61.07717808219178,1269.2,azamgarh,0.4192567289241015,2.892001697895822
2022,25.789917808219176,59.68279452054795,886.4,azamgarh,0.3836561317855203,2.943001400144257
2023,26.32180821917808,54.67276712328768,802.06,azamgarh,0.4070397339504129,3.094998492224185
2024,26.39584699453552,55.61032786885246,910.36,azamgarh,0.4007007605454424,2.1180006314140805
2016,26.06122950819672,39.60122950819672,658.41,baghpat,0.4373745087153856,4.026993517304899
2017,25.61068493150685,43.31172602739726,655.45,baghpat,0.5164060573237972,3.3649967354285413
2018,25.093342465753423,48.15739726027397,840.51,baghpat,0.4735574622956608,3.795998291085161
2019,25.157232876712328,50.07378082191781,639.66,baghpat,0.4199309728253074,3.6310005886865153
2020,24.59549180327869,51.44505464480874,745.8100000000001,baghpat,0.4549125960499733,4.119005423983674
2021,24.41156164383561,54.71969863013698,1124.21,baghpat,0.4327772994683186,4.240008739508038
2022,25.049561643835617,55.78082191780822,857.4,baghpat,0.4235427314189928,4.445995755612644
2023,24.28490410958904,57.17380821917808,1007.27,baghpat,0.4724484965993077,4.501996494841635
2024,25.159726775956283,52.668907103825134,927.64,baghpat,0.4598645781766189,3.389994589581079
2015,25.850027397260277,52.33816438356165,1113.27,bahraich,0.579100823903478,2.4042340735937757
2016,26.12726775956284,51.41265027322404,1371.07,bahraich,0.4064156742709723,2.6449319825582918
2017,26.042410958904107,54.00405479452055,1365.72,bahraich,0.3835976816284275,2.748001131869361
2018,25.53030136986301,54.49030136986301,1565.04,bahraich,0.3995389712182723,2.8308959186428475
2019,25.23506849315068,59.99158904109589,1508.35,bahraich,0.4093154193608956,2.599928883018916
2020,24.510027322404373,61.70521857923497,1371.43,bahraich,0.4134616055210718,2.9049410851354227
2021,24.755260273972603,61.77501369863014,2020.49,bahraich,0.3957841146790182,3.0668411239409896
2022,25.11791780821918,63.33704109589041,1290.7,bahraich,0.3952588268604903,2.8449982204516933
2023,25.368136986301373,59.445068493150686,1211.82,bahraich,0.4115030951758475,3.2339972948978435
2024,25.665300546448087,57.65103825136612,1437.91,bahraich,0.3831231777017019,2.375998553040123
2016,26.81087431693989,52.81469945355191,826.78,ballia,0.3397749018472247,2.4709933294764648
2017,26.983561643835618,52.90794520547946,803.98,ballia,0.3736042298968742,2.599528848835332
2018,26.838739726027395,48.8801095890411,660.22,ballia,0.2888769092260841,2.709148784073589
2019,26.42446575342466,57.11005479452054,911.46,ballia,0.3207800228471408,2.536929590716638
2020,24.90688524590164,65.38863387978142,1288.91,ballia,0.3610735458123184,2.9344372149326645
2021,25.346027397260272,63.11539726027397,1317.04,ballia,0.3786517496883748,3.2462262864361646
2022,25.993397260273973,60.06021917808219,754.01,ballia,0.3593652028900492,3.377683919294786
2023,26.833534246575343,53.59509589041096,685.71,ballia,0.3677623304415319,2.871646078296255
2024,26.782814207650272,54.87904371584699,796.71,ballia,0.3587134903424618,2.269085678425621
2015,25.850027397260277,52.33816438356165,1113.27,balrampur,0.6496859780008682,2.216004322247569
2016,26.12726775956284,51.41265027322404,1371.07,balrampur,0.431719248589876,2.435944791243428
2017,26.042410958904107,54.00405479452055,1365.72,balrampur,0.405329274964939,3.501815514836724
2018,25.53030136986301,54.49030136986301,1565.04,balrampur,0.4347223635106229,2.7900017061934825
2019,25.23506849315068,59.99158904109589,1508.35,balrampur,0.4419758367226269,2.889001687908217
2020,24.510027322404373,61.70521857923497,1371.43,balrampur,0.4593842467934032,2.838978244868902
2021,24.755260273972603,61.77501369863014,2020.49,balrampur,0.4203803295620392,2.881950282214483
2022,25.11791780821918,63.33704109589041,1290.7,balrampur,0.4380627302775467,2.7150046683214537
2023,25.368136986301373,59.445068493150686,1211.82,balrampur,0.4314723079391956,2.7593716862626287
2024,25.665300546448087,57.65103825136612,1437.91,balrampur,0.4194400222509797,2.101998980564236
2015,27.167671232876717,46.61550684931507,673.61,banda,0.2696375214421911,1.4024967681233698
2016,26.73549180327869,51.99743169398907,1134.11,banda,0.3840862349409589,1.4664495267766526
2017,27.34309589041096,46.83923287671233,648.28,banda,0.3975526557556259,1.3314989138305575
2018,27.13709589041096,47.84156164383561,899.24,banda,0.3854697158252807,1.809562104026517
2019,26.22619178082192,56.15506849315068,1065.48,banda,0.3472135135223537,1.6758514304314291
2020,25.35379781420765,59.39620218579235,962.82,banda,0.4034377082314636,1.8146554091158704
2021,26.162328767123288,54.08542465753425,965.37,banda,0.4122007946021617,2.085174106965602
2022,26.34219178082192,55.66865753424658,916.89,banda,0.4204078331145853,2.230928827404994
2023,26.26572602739726,54.396,859.81,banda,0.4080488769230991,1.9005577057873404
2024,26.645327868852466,53.76106557377049,773.41,banda,0.3947631407853593,0.9096590459615536
2015,25.143671232876716,51.25235616438356,1154.19,bareilly,0.2895041444810466,2.5350010910738963
2016,25.748852459016398,47.53765027322404,1068.98,bareilly,0.3688039644028889,2.8500010162188527
2017,25.761561643835616,49.2612602739726,938.75,bareilly,0.3780776046367756,2.8229987684729063
2018,25.26605479452055,52.4834794520548,1265.42,bareilly,0.4123761565448094,2.98599782490484
2019,25.132986301369865,55.17087671232876,951.35,bareilly,0.406464817652169,2.794997859382121
2020,24.51969945355191,55.86904371584699,1010.58,bareilly,0.4044451894364155,2.9140020811857874
2021,24.6233698630137,56.84180821917808,1218.28,bareilly,0.4179693101123183,3.252998172304149
2022,25.25246575342465,58.35572602739726,902.82,bareilly,0.4214699737641622,3.069997953714009
2023,24.77364383561644,58.31295890410959,1061.8,bareilly,0.449430787179517,3.1509987602975285
2024,25.333743169398907,55.50437158469945,1072.45,bareilly,0.3611886915947893,1.857999604888099
2015,26.39841095890411,49.81202739726027,805.6,basti,0.6203605082334771,2.290000197118133
2016,26.23068306010929,51.96762295081968,1134.04,basti,0.4108999997014337,2.368999623951656
2017,26.177890410958906,54.499890410958905,1168.61,basti,0.3696873441092965,2.420004799930183
2018,25.78649315068493,54.17115068493151,1389.7,basti,0.3921330381111095,2.7769990726870675
2019,25.521890410958903,60.08019178082192,1356.82,basti,0.3865784710665821,2.4620029057880863
2020,24.68524590163934,62.09101092896175,1112.57,basti,0.4157050477508759,2.765999411754529
2021,25.06419178082192,61.04534246575342,1514.49,basti,0.4203996565940133,3.149003545244897
2022,25.348000000000003,62.64189041095891,1069.36,basti,0.4075606097487278,2.9130025785101754
2023,25.598657534246577,58.631589041095886,988.34,basti,0.4072533934171372,3.2179983701998607
2024,25.853360655737703,57.765109289617484,1293.25,basti,0.4057631940299845,2.1220011702750146
2015,24.77849315068493,49.89920547945205,925.52,bijnor,0.4374684194463512,2.737997452132413
2016,25.949562841530057,41.78819672131147,665.98,bijnor,0.4362500741682622,2.953002333028768
2017,25.52284931506849,46.28857534246576,723.78,bijnor,0.4510266693800766,2.925000459668671
2018,24.764219178082197,51.57986301369864,983.42,bijnor,0.4686990793626652,2.986988612780394
2019,24.96668493150685,51.37413698630137,722.76,bijnor,0.4560247479766235,2.8609996798312523
2020,24.17314207650273,54.17751366120219,911.61,bijnor,0.4909051985597007,3.047998927997141
2021,24.34019178082192,55.328136986301374,1212.97,bijnor,0.4697268443486939,3.2020032014635262
2022,24.619671232876712,60.20627397260274,1108.46,bijnor,0.4721437804934117,3.1929979007245888
2023,24.264712328767125,58.99679452054795,1107.65,bijnor,0.4891233770969786,3.303997837180224
2024,25.15445355191257,54.14871584699453,981.02,bijnor,0.4475738996013114,2.7029995195277645
2015,25.492712328767123,44.65328767123288,718.85,bulandshahr,0.3620721596644629,3.3379991484843545
2016,26.24983606557377,40.51040983606557,668.91,bulandshahr,0.3870012687758983,3.77099818430432
2017,25.852520547945204,43.75534246575343,670.1,bulandshahr,0.4058987443030153,3.570998101213572
2018,25.42608219178082,48.26841095890411,840.16,bulandshahr,0.4272017601133139,3.957000788463006
2019,25.482876712328768,50.03180821917808,626.41,bulandshahr,0.3973788691611282,3.710001586172668
2020,25.10092896174864,49.78718579234973,648.65,bulandshahr,0.418934988918234,3.94700190206941
2021,24.604273972602737,55.21109589041096,1101.64,bulandshahr,0.4211263522015529,4.215998421707591
2022,25.33117808219178,55.377972602739725,810.64,bulandshahr,0.4271524153164164,4.029998350039187
2023,24.81158904109589,55.13805479452055,865.59,bulandshahr,0.4565620537225436,4.121000460077795
2024,25.48284153005464,51.8353825136612,836.47,bulandshahr,0.4196682217030829,2.7310018971256755
2016,26.76273224043716,53.666420765027326,1039.25,chandauli,0.4474234874101451,2.2627240813901026
2017,27.14452054794521,51.194,765.5,chandauli,0.3945250759639797,2.2586134881280056
2018,27.03956164383562,48.42309589041096,761.7,chandauli,0.3744493135644913,2.324995100921027
2019,26.474246575342463,56.47682191780822,1059.67,chandauli,0.3623805748151709,2.070002571355104
2020,25.216803278688527,62.67448087431694,1040.55,chandauli,0.4268250330851333,2.542543841292429
2021,25.773890410958906,58.47260273972603,1114.41,chandauli,0.4226766779077527,2.543004500721408
2022,26.313726027397266,56.56161643835617,845.88,chandauli,0.3883355035913867,2.9900043373684
2023,26.70917808219178,53.26293150684932,778.13,chandauli,0.4222578180168002,2.625001221430735
2024,26.640054644808743,55.44133879781421,919.94,chandauli,0.4010279015284044,1.468689111897928
2015,26.164493150684933,51.075315068493154,870.07,chitrakoot,0.3721943961441952,1.523884327026062
2016,26.172622950819672,53.01538251366121,1385.74,chitrakoot,0.4069142366198645,1.252945812429118
2017,26.639534246575344,48.62252054794521,721.95,chitrakoot,0.3952461420048993,1.1830316794512294
2018,26.4887397260274,48.81,919.99,chitrakoot,0.3992619135868002,1.715041878764526
2019,25.667178082191786,56.50509589041096,1174.58,chitrakoot,0.3354606548357983,1.879410519835315
2020,24.6622131147541,61.631530054644806,1056.34,chitrakoot,0.4197138869258271,1.783543702357097
2021,25.532520547945207,55.09054794520548,1008.07,chitrakoot,0.4063964166742925,2.5036757892135664
2022,25.756520547945204,56.10863013698631,973.73,chitrakoot,0.4325208440482211,2.405396936574936
2023,25.61906849315068,55.75454794520548,887.69,chitrakoot,0.4053806699478316,1.955828736136828
2024,25.82614754098361,56.50800546448088,1022.67,chitrakoot,0.393286014215155,1.1170091743119266
2015,26.55282191780822,51.1792602739726,878.32,deoria,0.3360277469426068,2.1850012219367367
2016,26.54737704918033,52.60284153005464,1009.15,deoria,0.3355414816906041,2.50960227092518
2017,26.595013698630137,54.14520547945205,1038.58,deoria,0.3879401802165035,2.754001039586354
2018,26.237671232876718,51.91775342465753,926.39,deoria,0.3104562877258149,2.7169967593292537
2019,25.93219178082192,59.19986301369863,1161.81,deoria,0.3508518006450722,2.5400028479017065
2020,24.662814207650275,65.39084699453552,1409.14,deoria,0.3693939623395904,2.964998890241524
2021,25.163698630136988,63.12956164383562,1677.42,deoria,0.4359101765157684,3.0830027525906734
2022,25.49558904109589,62.83728767123288,979.8,deoria,0.4006041523337521,3.1070006933922287
2023,26.24805479452055,56.371534246575344,866.68,deoria,0.3890378150110359,3.0241417922385385
2024,26.352650273224043,56.53948087431694,1010.87,deoria,0.3582695993306967,1.8770058992295544
2015,26.122520547945204,43.779890410958906,653.66,etah,0.352186410264001,2.765001982534356
2016,26.60068306010929,42.69412568306011,778.01,etah,0.3581209991129395,2.8319989805603405
2017,26.661753424657537,41.96320547945206,551.27,etah,0.3418905607712162,2.8119983100971693
2018,26.03575342465753,47.619506849315066,851.48,etah,0.4415334341210911,3.215001466525997
2019,25.839424657534245,50.6465205479452,668.82,etah,0.3585058589214485,3.0369972753657524
2020,25.79860655737705,47.5094262295082,536.34,etah,0.3743914052883771,3.239001171646163
2021,25.49219178082192,51.888027397260274,837.47,etah,0.4062986393179619,3.508996746563973
2022,25.888794520547943,53.50441095890411,775.38,etah,0.4382449329011782,3.386997017462865
2023,25.46145205479452,53.236273972602746,765.9,etah,0.4356763251227623,3.6160035195514064
2024,25.73226775956284,52.99877049180328,878.86,etah,0.3983396967431801,1.9800005987844675
2015,26.36575342465753,44.12942465753424,643.67,etawah,0.3634208394916587,3.056003146244171
2016,26.90254098360656,42.884590163934426,764.4,etawah,0.3742764332026687,3.2270041429897445
2017,27.123123287671238,40.95868493150685,516.1,etawah,0.3449992518519691,2.7809949814531967
2018,26.339479452054796,47.14824657534247,871.02,etawah,0.4447487188928193,3.482995016149387
2019,25.91838356164384,51.97983561643836,744.72,etawah,0.3613322333932003,2.913645690834473
2020,26.02295081967213,47.61412568306011,558.77,etawah,0.4086388694763815,3.5219999156687467
2021,25.921726027397263,50.87495890410959,809.54,etawah,0.4184598459186674,3.848176528568249
2022,26.068821917808226,53.40246575342466,824.64,etawah,0.4400417566411002,3.913634665670527
2023,25.78490410958904,52.43624657534247,730.08,etawah,0.4764539106386012,3.733828888520789
2024,25.83516393442623,54.18412568306011,989.29,etawah,0.4250862134173014,1.706001655629139
2015,26.29613698630137,49.7492602739726,889.29,faizabad,0.6083185520682108,2.6110038736786816
2016,26.162240437158463,51.97808743169399,1179.0,faizabad,0.4105377430148609,2.685005133925742
2017,26.092767123287672,54.17931506849315,1215.03,faizabad,0.3976286142122325,2.757994497867293
2018,25.728328767123287,54.381205479452056,1335.41,faizabad,0.4107036542355252,2.81900073220548
2019,25.393342465753424,60.21857534246575,1361.31,faizabad,0.4050413020208175,2.6150000462907244
2020,24.467868852459016,62.85377049180328,1277.64,faizabad,0.4371426742943781,2.81900120237538
2021,24.86128767123288,61.50972602739726,1737.46,faizabad,0.4457677428573026,2.9619988442805645
2022,25.255616438356164,62.386986301369866,1107.98,faizabad,0.4327292442676971,2.9589991764673225
2023,25.463808219178084,58.87441095890411,1039.27,faizabad,0.4353845939412345,2.467002144860584
2024,25.710956284153003,57.96928961748633,1290.59,faizabad,0.4097927739743057,2.0600030835925667
2015,26.016986301369865,45.69402739726027,774.55,farrukhabad,0.4244352491111349,3.123362031622265
2016,26.51084699453552,44.2429781420765,802.6,farrukhabad,0.3610834643710451,3.2590033767077804
2017,26.590438356164384,44.03372602739726,636.06,farrukhabad,0.3859322597628927,3.1678710156517766
2018,26.003945205479454,48.994109589041095,931.13,farrukhabad,0.4307564311019444,3.4364413309982487
2019,25.66854794520548,52.86882191780822,762.67,farrukhabad,0.3780509870731931,3.462561473990441
2020,25.497131147540987,50.33975409836065,665.77,farrukhabad,0.3664871989856752,3.5846860476209947
2021,25.48638356164384,52.359808219178085,840.22,farrukhabad,0.3712886397807017,3.794994696634041
2022,25.826876712328765,54.394027397260274,865.68,farrukhabad,0.4149526237921926,3.614171243598928
2023,25.52342465753425,53.52279452054795,782.2,farrukhabad,0.4236210805644624,3.483292863175676
2024,25.722978142076503,53.57407103825137,887.46,farrukhabad,0.4071632192743162,2.340419732897247
2015,27.19506849315069,44.00230136986301,539.19,fatehpur,0.3460392417968715,2.1587569228308463
2016,26.652622950819676,49.60368852459017,916.29,fatehpur,0.4021214729318234,2.4716102040261894
2017,27.08109589041096,46.63531506849315,696.32,fatehpur,0.3675737003362292,2.5752611977192577
2018,26.734657534246573,48.89802739726027,977.85,fatehpur,0.4286188824745671,2.9000382799540643
2019,25.8407397260274,57.00561643835616,1030.1,fatehpur,0.3801300744923904,2.738950207879628
2020,25.11956284153005,58.71377049180328,919.9,fatehpur,0.4032540154560518,3.27305233304402
2021,25.78684931506849,55.01523287671233,1007.78,fatehpur,0.4138544273708618,3.275170005730862
2022,25.992246575342467,56.90380821917808,945.98,fatehpur,0.4049460396153863,3.284437049232193
2023,25.90504109589041,55.29835616438356,854.68,fatehpur,0.4280138323810348,3.4157910726671368
2024,26.519016393442627,52.53073770491803,678.63,fatehpur,0.4127200652087198,1.959505526669192
2015,26.39128767123288,43.29586301369863,589.35,firozabad,0.4225448584682352,3.101995698494473
2016,26.95371584699453,42.14685792349727,771.76,firozabad,0.3450308265630288,2.934998055821629
2017,27.21909589041096,39.36076712328767,454.06,firozabad,0.3001237746495388,3.283995793901157
2018,26.341506849315067,46.32767123287671,857.98,firozabad,0.409990181991244,3.454635287703596
2019,26.030219178082195,50.75860273972602,698.9,firozabad,0.3279396946468663,3.3640008320883528
2020,26.19669398907104,46.16226775956284,510.4,firozabad,0.3618078437313156,3.644998477989768
2021,25.944027397260275,51.01701369863014,852.21,firozabad,0.3758796565227816,3.611001361744568
2022,26.235726027397263,52.31093150684932,775.58,firozabad,0.4062239604031697,3.706999135661018
2023,25.90109589041096,51.30161643835616,687.78,firozabad,0.3973781708041048,3.60999761764188
2024,25.917786885245903,53.58273224043715,1016.9,firozabad,0.3808259515039687,1.9240006546376989
2016,26.267868852459017,39.78062841530054,677.8100000000001,gautam buddha nagar,0.2706347747452545,2.87900423931406
2017,25.820602739726027,42.58397260273973,672.17,gautam buddha nagar,0.3264279411687927,3.1699981318886605
2018,25.449698630136982,47.00134246575343,846.08,gautam buddha nagar,0.3213522653255725,3.4769945501652817
2019,25.46860273972603,49.101452054794514,618.71,gautam buddha nagar,0.3020919267327377,3.579008746355685
2020,25.123087431693985,48.92838797814208,621.07,gautam buddha nagar,0.3469610477019191,3.731001313314166
2021,24.724986301369864,53.762356164383554,1045.35,gautam buddha nagar,0.3304034605648568,3.752002786485545
2022,25.48632876712329,53.74156164383561,791.64,gautam buddha nagar,0.3367034330790669,3.8879914660164574
2023,24.726027397260275,54.88117808219178,895.14,gautam buddha nagar,0.3869784233270422,4.177996965098634
2024,25.51030054644809,50.99784153005464,828.14,gautam buddha nagar,0.3431975059753844,2.146008193445244
2015,25.342876712328767,44.68591780821918,771.59,ghaziabad,0.4262987630869676,3.523001458305714
2016,26.267868852459017,39.78062841530054,677.8100000000001,ghaziabad,0.3630056598924622,4.014004315445117
2017,25.820602739726027,42.58397260273973,672.17,ghaziabad,0.4133410350762896,3.590995480846391
2018,25.449698630136982,47.00134246575343,846.08,ghaziabad,0.4140043423014963,4.025998966928467
2019,25.46860273972603,49.101452054794514,618.71,ghaziabad,0.3815805584314694,3.5210001183105257
2020,25.123087431693985,48.92838797814208,621.07,ghaziabad,0.4131130684894347,4.160994970135178
2021,24.724986301369864,53.762356164383554,1045.35,ghaziabad,0.40088523392968,4.36600389450398
2022,25.48632876712329,53.74156164383561,791.64,ghaziabad,0.3954901174696524,4.377014914797889
2023,24.726027397260275,54.88117808219178,895.14,ghaziabad,0.4488849328305674,4.109004402783696
2024,25.51030054644809,50.99784153005464,828.14,ghaziabad,0.4122512052432835,3.2550058229084486
2016,26.810765027322404,53.78172131147541,998.88,ghazipur,0.356023887879382,2.426890039012016
2017,27.214575342465757,51.31950684931507,705.17,ghazipur,0.3912733845448654,2.420552723370003
2018,27.026520547945207,48.461698630136986,718.22,ghazipur,0.3119862731944504,2.659756146680246
2019,26.613890410958906,55.924684931506846,897.95,ghazipur,0.3332803006120328,2.32676610816768
2020,25.31210382513661,62.39516393442623,1068.44,ghazipur,0.3864325418151723,2.699365110886567
2021,25.73816438356165,59.73734246575343,1147.52,ghazipur,0.4135783865863451,2.8112219537851555
2022,26.42657534246576,56.25580821917808,731.51,ghazipur,0.3608972789428268,2.873456578012966
2023,26.97646575342466,51.90734246575342,677.39,ghazipur,0.4194956414759143,2.6258216501953573
2024,26.739043715846996,55.388715846994536,890.49,ghazipur,0.3813863262657159,1.7657711647232734
2015,26.29613698630137,49.7492602739726,889.29,gonda,0.6401534908255696,2.4910029489482493
2016,26.162240437158463,51.97808743169399,1179.0,gonda,0.3942508570524013,2.735839304742884
2017,26.092767123287672,54.17931506849315,1215.03,gonda,0.3919785797260113,2.7779466869357656
2018,25.728328767123287,54.381205479452056,1335.41,gonda,0.3984369786355213,2.912997156681121
2019,25.393342465753424,60.21857534246575,1361.31,gonda,0.4060401580538662,2.720001255571599
2020,24.467868852459016,62.85377049180328,1277.64,gonda,0.4322135396210657,2.930998493853548
2021,24.86128767123288,61.50972602739726,1737.46,gonda,0.4334426105974828,3.0050026411459467
2022,25.255616438356164,62.386986301369866,1107.98,gonda,0.4237587199545409,2.91399982028472
2023,25.463808219178084,58.87441095890411,1039.27,gonda,0.43081351956974,2.981001715847779
2024,25.710956284153003,57.96928961748633,1290.59,gonda,0.4029323775382753,2.5929995483579584
2015,26.184602739726024,52.65778082191781,966.58,gorakhpur,0.2941352713278001,2.1919994450728875
2016,26.222185792349727,53.080327868852464,1222.27,gorakhpur,0.3250379790908773,2.5250021703272854
2017,26.26983561643836,55.223780821917806,1256.5,gorakhpur,0.3473212621026037,2.748600238963989
2018,25.722246575342467,54.67616438356164,1278.4,gorakhpur,0.3116398460956097,2.7208088680307068
2019,25.606493150684933,60.19619178082192,1372.43,gorakhpur,0.3347533457031634,2.6495235477852765
2020,24.576256830601093,64.36901639344262,1437.66,gorakhpur,0.3606513141020365,2.9267456391838107
2021,25.015424657534243,62.97808219178082,1938.02,gorakhpur,0.4149822942625143,3.0610006455094765
2022,25.33835616438356,63.89945205479452,1148.68,gorakhpur,0.3974038037688536,3.114002491340752
2023,25.733123287671237,59.07391780821918,1079.09,gorakhpur,0.3696466712496428,3.247012391294079
2024,25.95161202185793,58.2107650273224,1308.87,gorakhpur,0.3580617321819517,1.7419985597670398
2015,27.14339726027397,44.19958904109589,537.3100000000001,hamirpur,0.1261442002359529,2.332065246409312
2016,26.98273224043716,47.25775956284153,830.68,hamirpur,0.339039237029877,2.0435884685821013
2017,27.66082191780822,42.35449315068493,518.64,hamirpur,0.3356778683596803,1.8559492083398648
2018,26.969780821917805,47.27339726027397,894.86,hamirpur,0.3616394746908387,2.4716809139893856
2019,26.03528767123288,55.54238356164384,934.18,hamirpur,0.3214300162956284,2.5231134824911448
2020,25.72204918032787,54.55420765027323,816.15,hamirpur,0.3522520806135915,2.6721225529773203
2021,26.059753424657533,53.40638356164384,980.67,hamirpur,0.3508825121199039,2.90634057772868
2022,26.196958904109582,55.75071232876712,962.99,hamirpur,0.4147548849374636,2.8484893953168164
2023,26.129150684931503,53.78715068493151,790.98,hamirpur,0.3710879204961296,2.682901200750806
2024,26.43360655737705,53.63781420765027,802.48,hamirpur,0.3746223492888423,1.5176344977896217
2015,26.03509589041096,46.82082191780822,799.48,hardoi,0.4530384061093512,2.664001144743497
2016,26.41710382513661,45.94229508196722,846.26,hardoi,0.3391290883905311,2.999990250750692
2017,26.4007397260274,46.81898630136986,765.68,hardoi,0.3575046204729812,2.984998901964837
2018,25.914164383561644,50.490931506849314,1037.5,hardoi,0.4200436221977406,3.096978288351314
2019,25.39813698630137,55.840849315068496,914.18,hardoi,0.3871831562447591,3.084993512522797
2020,25.11489071038251,53.72612021857923,795.88,hardoi,0.3788252774186392,3.335508317118488
2021,25.42046575342465,53.47495890410959,878.85,hardoi,0.415027469025786,3.5864395720327225
2022,25.670164383561644,56.23402739726027,1050.11,hardoi,0.4304786200304973,3.178487747730157
2023,25.472739726027395,54.749232876712334,843.11,hardoi,0.4317965051210896,3.5530568447115973
2024,25.677486338797813,54.4311475409836,908.71,hardoi,0.3912677841376363,2.205000705101872
2015,26.23621917808219,42.30723287671233,561.63,hathras,0.4933635218498916,3.1270043642426324
2016,26.72724043715847,41.30267759562842,733.47,hathras,0.3444265265721066,2.790000585445817
2017,26.80142465753425,39.85238356164384,476.75,hathras,0.3011863627767683,3.075003632137149
2018,26.07939726027397,46.49961643835616,793.85,hathras,0.427839846684669,2.9109938908568203
2019,25.97084931506849,49.12778082191781,617.45,hathras,0.3472524162054019,2.778999520910504
2020,25.963661202185797,45.96516393442623,499.53,hathras,0.3930287666969596,3.030998379658482
2021,25.47986301369863,52.082273972602735,872.91,hathras,0.3671396401850536,3.361000982488586
