Year,T2M,RH2M,PRECTOTCORR,District_Name,NDVI,Yield,Temp_Anomaly,Rain_Anomaly,Humidity_Anomaly,Climate_Anomaly_Score,Climate_Risk_Level
2021,25.773890410958906,58.47260273972603,1114.41,Varanasi,0.3981069904278235,3.022281281425083,-0.06782393896668969,0.8049843844172963,1.1405479455682954,2.0133562689522813,Moderate Risk
2022,26.313726027397266,56.56161643835617,845.88,Varanasi,0.3717226106801006,3.0788178753317554,0.6917770993497646,-0.29824060448577083,0.8006436904244792,1.7906613942600147,Moderate Risk
2023,26.70917808219178,53.26293150684932,778.13,Varanasi,0.4192175310615291,2.7227337569705616,1.2482164714092172,-0.5765837802880379,0.21391157005594233,2.0387118217531977,Moderate Risk
2024,26.640054644808743,55.44133879781421,919.94,Varanasi,0.3917631388589313,1.8509990235655889,1.1509530949121736,0.0060264892399253004,0.6013815938360711,1.75836117798817,Moderate Risk
2015,25.14367123287672,51.25235616438356,1154.19,Bareilly,0.2924412929240715,2.5350010910738963,-0.9546034093479883,0.9684159937665829,-0.14370643782902243,2.0667258409435934,Moderate Risk
2016,25.7488524590164,47.53765027322404,1068.98,Bareilly,0.3687914599341044,2.8500010162188527,-0.10305476426555285,0.6183403921413256,-0.8044355796903838,1.5258307360972623,Moderate Risk
2017,25.761561643835616,49.2612602739726,938.75,Bareilly,0.3743144974370714,2.8229987684729063,-0.0851717093301921,0.08330523664716705,-0.49785966491647504,0.6663366108938342,Normal
2018,25.26605479452055,52.4834794520548,1265.42,Bareilly,0.4132192220334904,2.98599782490484,-0.7823978755396548,1.4253918084453456,0.07527160706126756,2.283061291046268,Moderate Risk
2019,25.132986301369865,55.17087671232876,951.35,Bareilly,0.4016325280309646,2.794997859382121,-0.9696381436630297,0.13507090476685074,0.5532749100541544,1.657983958484035,Moderate Risk
2020,24.51969945355191,55.86904371584699,1010.58,Bareilly,0.4050488910142954,2.9140020811857874,-1.8325921841205195,0.37841062879295084,0.6774568234078723,2.888459636321343,Moderate Risk
2021,24.6233698630137,56.84180821917808,1218.28,Bareilly,0.4179465383591956,3.252998172304149,-1.6867178692885008,1.2317224754959892,0.850480980461263,3.768921325245753,High Risk
2022,25.25246575342465,58.35572602739726,902.82,Bareilly,0.4259621817938022,3.069997953714009,-0.8015189735403229,-0.06430908522110515,1.1197592607832239,1.9855873195446518,Moderate Risk
2023,24.77364383561644,58.31295890410959,1061.8,Bareilly,0.448770218647205,3.1509987602975285,-1.4752678238578405,0.5888421780858231,1.1121523369788417,3.176262338922505,High Risk
2024,25.333743169398907,55.50437158469945,1072.45,Bareilly,0.3627271985423538,1.857999604888099,-0.6871537710865632,0.6325964928060323,0.612593140700906,1.9323434045935013,Moderate Risk
2015,26.184602739726024,52.65778082191781,966.58,Gorakhpur,0.2965063412592394,2.1919994450728875,0.510088117742697,0.1976416290099287,0.10627432919033966,0.8140040759429654,Normal
2016,26.222185792349727,53.080327868852464,1222.27,Gorakhpur,0.3261900919554771,2.5250021703272854,0.5629711156901398,1.2481149370672224,0.18143213599857624,1.9925181887559384,Moderate Risk
2017,26.26983561643836,55.223780821917806,1256.5,Gorakhpur,0.3430517396027308,2.748600238963989,0.6300190368557032,1.3887450021256962,0.5626848843438813,2.5814489233252806,Moderate Risk
2018,25.722246575342467,54.67616438356164,1278.4,Gorakhpur,0.3146117150683365,2.7208088680307068,-0.14049182148935072,1.4787186633813372,0.4652811732599596,2.0844916581306476,Moderate Risk
2019,25.606493150684933,60.19619178082192,1372.43,Gorakhpur,0.3398535557105223,2.6495235477852765,-0.30336810990221025,1.8650302326903727,1.4471201322803522,3.6155184748729354,High Risk
2020,24.576256830601093,64.36901639344262,1437.66,Gorakhpur,0.3542942788744039,2.9267456391838107,-1.753010472534955,2.133020274868703,2.1893341611207964,6.075364908524454,High Risk
2021,25.015424657534243,62.97808219178082,1938.02,Gorakhpur,0.3903454650519755,3.0610006455094765,-1.1350587717292102,4.188692473310361,1.9419307896622964,7.265682034701868,High Risk
2022,25.33835616438356,63.89945205479452,1148.68,Gorakhpur,0.4023469326360842,3.114002491340752,-0.6806628400079363,0.9457787849301181,2.1058134594517846,3.732255084389839,High Risk
2023,25.73312328767124,59.07391780821918,1079.09,Gorakhpur,0.3791647409652752,3.247012391294079,-0.1251872329686542,0.6598761782278333,1.247502951115119,2.0325663623116066,Moderate Risk
2024,25.95161202185793,58.2107650273224,1308.87,Gorakhpur,0.3697024343224858,1.7419985597670398,0.1822475940322557,1.6039011957310791,1.0939752660366227,2.8801240557999574,Moderate Risk
2015,24.937972602739727,46.55495890410959,862.4499999999999,Meerut,0.3427072074812157,3.6080049619625054,-1.2440413202127918,-0.23016464252202845,-0.9792254134090589,2.4534313761438793,Moderate Risk
2016,26.06122950819672,39.60122950819672,658.41,Meerut,0.431340126372631,3.722003591017537,0.3364900224773105,-1.0684397951522064,-2.2160747875228943,3.6210046051524114,High Risk
2017,25.61068493150685,43.31172602739726,655.45,Meerut,0.5098748211788817,3.703002979860255,-0.29746986797862274,-1.080600618773973,-1.5560943603118231,2.9341648470644186,Moderate Risk
2018,25.093342465753423,48.15739726027397,840.51,Meerut,0.4785707677930205,3.5860014807221368,-1.0254208630318884,-0.32030263923201696,-0.6942021165515712,2.0399256188154764,Moderate Risk
2019,25.157232876712328,50.07378082191781,639.66,Meerut,0.4395181329458182,3.667001543701453,-0.9355208619481501,-1.145472039377926,-0.35333785885204344,2.4343307601781197,Moderate Risk
2020,24.59549180327869,51.44505464480874,745.81,Meerut,0.4658548784151139,4.079997537400726,-1.7259450015416005,-0.7093668274013852,-0.10943144935353534,2.5447432782965214,Moderate Risk
2021,24.41156164383561,54.71969863013698,1124.21,Meerut,0.452110710472178,4.209002026794478,-1.984752564133438,0.8452465707326056,0.47302454412809775,3.3030236789941414,High Risk
2022,25.049561643835617,55.78082191780822,857.4,Meerut,0.4288275419392842,4.13000409018866,-1.0870247231227148,-0.25091199363348876,0.6617649450682307,1.9997016618244343,Moderate Risk
2023,24.28490410958904,57.17380821917808,1007.27,Meerut,0.4752289621524547,4.291995505148173,-2.162971991667789,0.3648118699456369,0.909533320410981,3.437317182024407,High Risk
2024,25.159726775956283,52.668907103825134,927.64,Meerut,0.447489980148146,3.222999263855295,-0.9320117039795386,0.03766106420195389,0.1082533441950615,1.077926112376554,Normal
2015,25.844438356164385,43.22282191780822,631.44,Aligarh,0.3912592403571502,3.045002254063123,0.031443858113337685,-1.1792429752464813,-1.5719076003792307,2.7825944337390496,Moderate Risk
2016,26.455519125683058,40.8746174863388,686.07,Aligarh,0.3461319085526362,2.855999173828318,0.8912937325697083,-0.9548018284704245,-1.9895791857965985,3.835674746836731,High Risk
2017,26.212246575342466,42.043506849315065,589.0600000000001,Aligarh,0.3474778136721176,3.2169997721958,0.5489856739577487,-1.3533563891284013,-1.7816705953565877,3.6840126584427377,High Risk
2018,25.771424657534247,46.9992602739726,782.17,Aligarh,0.4124950366675434,3.3869999412293907,-0.07129349303939117,-0.5599858993988697,-0.9001981979473843,1.531477590385645,Moderate Risk
2019,25.70991780821918,49.25805479452055,601.42,Aligarh,0.3469010973611652,3.193001708532402,-0.15783959185284813,-1.302576733734807,-0.4984298187185975,1.9588461443062526,Moderate Risk
2020,25.511803278688525,47.73060109289618,555.76,Aligarh,0.3848948829588733,3.5450004282964174,-0.43660593804157793,-1.4901656548732796,-0.7701157080131067,2.696887300927964,Moderate Risk
2021,24.974438356164384,53.848821917808216,971.42,Aligarh,0.3964885765428672,3.7659994490864017,-1.1927304705376398,0.2175262189860608,0.3181230149993901,1.7283797045230906,Moderate Risk
2022,25.69690410958904,53.55534246575343,749.94,Aligarh,0.4116323066144078,3.465000412136976,-0.17615112723655094,-0.6923991917399329,0.26592226689397935,1.1344725858704632,Normal
2023,25.133397260273973,53.60934246575342,782.89,Aligarh,0.4303181655178403,3.601001380449112,-0.9690598846509144,-0.5570278612206019,0.27552716556049883,1.801614911432015,Moderate Risk
2024,25.653797814207653,51.65967213114754,817.63,Aligarh,0.383400468193167,2.448001719913825,-0.23680586310912294,-0.4143025191191885,-0.07125776031006399,0.7223661425383755,Normal
2015,26.116438356164384,49.64556164383562,878.09,Jhansi,0.172567998063925,2.073676077547127,0.4141742229329511,-0.1659094798718811,-0.4295045590842667,1.009588261889099,Normal
2016,26.84142076502732,46.87308743169399,822.39,Jhansi,0.3379343169275037,2.080985010327008,1.4342947443738148,-0.3947466000517525,-0.9226403713650313,2.751681715790599,Moderate Risk
2017,27.361780821917804,41.88432876712329,542.29,Jhansi,0.3125405508705597,1.896062882995258,2.166491782650474,-1.5455056191250367,-1.8099833610859029,5.521980762861414,High Risk
2018,26.71126027397261,47.25643835616438,912.16,Jhansi,0.3647490986015002,2.721690208283457,1.2511463170706183,-0.025936756630800334,-0.8544543198232717,2.1315373935246904,Moderate Risk
2019,25.956657534246578,54.23835616438356,824.62,Jhansi,0.3411132122374698,2.4779107742671185,0.18934711902199508,-0.38558489847184013,0.3874088847307891,0.9623409022246243,Normal
2020,26.0853825136612,50.97191256830602,651.29,Jhansi,0.3571676171726771,2.698650811478632,0.37047564230418845,-1.0976915060261865,-0.19358851786604844,1.6617556661964232,Moderate Risk
2021,26.28687671232877,51.52112328767123,861.17,Jhansi,0.3625897031958005,3.128604395850604,0.6539975105581385,-0.2354233770611708,-0.0959012344203145,0.9853221220396238,Normal
2022,26.140958904109592,54.84293150684932,983.01,Jhansi,0.4362103842002344,2.7838376331755192,0.4486770106559158,0.26514241688345247,0.4949437902985753,1.2087632178379437,Normal
2023,25.69008219178082,55.2389589041096,892.72,Jhansi,0.4132735519299916,1.5346059562927032,-0.18575022683768502,-0.10580378744402624,0.5653845869624796,0.8569386012441909,Normal
2024,25.934890710382515,56.41655737704918,1070.03,Jhansi,0.3918529760595541,1.184314560076357,0.15871908799825601,0.6226541978179657,0.7748422536742166,1.5562155394904382,Moderate Risk
