Year,T2M,RH2M,PRECTOTCORR,District_Name,NDVI,Yield,Temp_Anomaly,Rain_Anomaly,Humidity_Anomaly,Climate_Anomaly_Score,Previous_Year_Yield,Rolling_Temp_Avg,Rolling_Rainfall_Avg,District_Encoded
2023,26.32180821917808,54.67276712328768,802.06,azamgarh,0.4070397339504129,3.094998492224185,0.4996036618322073,-156.11407917383826,1.6182946275493748,3.6790390811199645,2.943001400144257,25.7986301369863,985.8866666666668,4
2024,26.39584699453552,55.61032786885246,910.36,azamgarh,0.4007007605454424,2.1180006314140805,0.5736424371896476,-47.814079173838195,2.555855373114156,3.6076386020421856,3.094998492224185,26.16919100731093,866.2733333333332,4
2017,25.61068493150685,43.31172602739726,655.45,baghpat,0.5164060573237972,3.3649967354285413,-0.21151962583902417,-302.72407917383816,-9.74274646834104,12.981506885918446,4.026993517304899,25.835957219851785,656.9300000000001,5
2018,25.093342465753423,48.15739726027397,840.51,baghpat,0.4735574622956608,3.795998291085161,-0.7288620915924504,-117.66407917383822,-4.897075235464335,6.802578118795168,3.3649967354285413,25.588418968485666,718.1233333333333,5
2019,25.157232876712328,50.07378082191781,639.66,baghpat,0.4199309728253074,3.6310005886865153,-0.6649716806335455,-318.51407917383824,-2.9806916738204947,6.830804146192422,3.795998291085161,25.287086757990867,711.8733333333333,5
2020,24.59549180327869,51.44505464480874,745.8100000000001,baghpat,0.4549125960499733,4.119005423983674,-1.226712754067183,-212.36407917383815,-1.6094178509295602,4.959771396735125,3.6310005886865153,24.948689048581482,741.9933333333333,5
2021,24.41156164383561,54.71969863013698,1124.21,baghpat,0.4327772994683186,4.240008739508038,-1.4106429135102623,166.03592082616183,1.6652261343986794,4.73622825617056,4.119005423983674,24.721428774608878,836.5600000000001,5
2022,25.049561643835617,55.78082191780822,857.4,baghpat,0.4235427314189928,4.445995755612644,-0.772642913510257,-100.77407917383823,2.726349422069916,4.506733127318555,4.240008739508038,24.68553836364997,909.14,5
2023,24.28490410958904,57.17380821917808,1007.27,baghpat,0.4724484965993077,4.501996494841635,-1.5373004477568344,49.09592082616177,4.119335723439775,6.147595379458227,4.445995755612644,24.582009132420087,996.2933333333334,5
2024,25.159726775956283,52.668907103825134,927.64,baghpat,0.4598645781766189,3.389994589581079,-0.6624777813895903,-30.534079173838222,-0.3855653919131683,1.3533839650411408,4.501996494841635,24.831397509793646,930.7700000000001,5
2016,26.12726775956284,51.41265027322404,1371.07,bahraich,0.4064156742709723,2.644931982558292,0.30506320221696726,412.8959208261617,-1.6418222225142642,6.075844632992848,2.404234073593776,25.98864757841156,1242.17,6
2017,26.042410958904107,54.00405479452055,1365.72,bahraich,0.3835976816284275,2.748001131869361,0.220206401558233,407.5459208261618,0.9495822987822464,5.2452479086020976,2.644931982558292,26.00656870524241,1283.3533333333332,6
2018,25.53030136986301,54.49030136986301,1565.04,bahraich,0.3995389712182723,2.8308959186428475,-0.2919031874828626,606.8659208261618,1.4358288741247094,7.79639126986919,2.748001131869361,25.899993362776655,1433.9433333333334,6
2019,25.23506849315068,59.99158904109589,1508.35,bahraich,0.4093154193608956,2.599928883018916,-0.5871360641951924,550.1759208261617,6.93711654535759,13.0260118178144,2.8308959186428475,25.602593607305934,1479.7033333333336,6
2020,24.510027322404373,61.70521857923497,1371.43,bahraich,0.4134616055210718,2.9049410851354227,-1.312177234941501,413.25592082616186,8.65074608349667,14.09548252669979,2.599928883018916,25.091799061806018,1481.6066666666666,6
2021,24.755260273972603,61.77501369863014,2020.49,bahraich,0.3957841146790182,3.0668411239409896,-1.066944283373271,1062.3159208261618,8.720541202891837,20.410644694526727,2.9049410851354227,24.83345202984255,1633.4233333333334,6
2022,25.11791780821918,63.33704109589041,1290.7,bahraich,0.3952588268604903,2.8449982204516933,-0.7042867491266946,332.52592082616184,10.28256860015211,14.312114557540424,3.0668411239409896,24.79440180153205,1560.8733333333332,6
2023,25.368136986301373,59.445068493150686,1211.82,bahraich,0.4115030951758475,3.2339972948978435,-0.4540675710445008,253.64592082616173,6.390595997412383,9.3811227767185,2.8449982204516933,25.080438356164382,1507.67,6
2024,25.665300546448087,57.65103825136612,1437.91,bahraich,0.3831231777017019,2.375998553040123,-0.1569040108977866,479.7359208261619,4.5965657556278146,9.550828974787219,3.2339972948978435,25.383785113656213,1313.4766666666667,6
2017,26.983561643835618,52.90794520547946,803.98,ballia,0.3736042298968742,2.599528848835332,1.161357086489744,-154.1940791738382,-0.14652729025884526,2.849825168486971,2.4709933294764648,26.897217980387754,815.38,7
2018,26.838739726027395,48.8801095890411,660.22,ballia,0.2888769092260841,2.709148784073589,1.0165351686815214,-297.9540791738382,-4.174362906697205,8.170438867117108,2.599528848835332,26.8777252289343,763.66,7
2019,26.42446575342466,57.11005479452054,911.46,ballia,0.3207800228471408,2.536929590716638,0.6022611960787856,-46.71407917383817,4.055582298782241,5.124984286599409,2.709148784073589,26.748922374429224,791.8866666666667,7
2020,24.90688524590164,65.38863387978142,1288.91,ballia,0.3610735458123184,2.9344372149326645,-0.9153193114442324,330.7359208261619,12.33416138404312,16.556839903748973,2.536929590716638,26.056696908451233,953.5300000000001,7
2021,25.346027397260272,63.11539726027397,1317.04,ballia,0.3786517496883748,3.2462262864361646,-0.4761771600856015,358.86592082616176,10.06092476453567,14.12576113288289,2.9344372149326645,25.55912613219552,1172.47,7
2022,25.993397260273973,60.06021917808219,754.01,ballia,0.3593652028900492,3.377683919294786,0.1711927029280993,-204.16407917383822,7.00574668234389,9.218580177010372,3.2462262864361646,25.415436634478628,1119.9866666666667,7
2023,26.833534246575343,53.59509589041096,685.71,ballia,0.3677623304415319,2.871646078296255,1.0113296892294699,-272.4640791738382,0.5406233946726573,4.2765938756405095,3.377683919294786,26.057652968036532,918.9200000000001,7
2024,26.782814207650272,54.87904371584699,796.71,ballia,0.3587134903424618,2.269085678425621,0.9606096503043986,-161.46407917383817,1.8245712201086874,4.399821662151468,2.871646078296255,26.536581904833195,745.4766666666668,7
2016,26.12726775956284,51.41265027322404,1371.07,balrampur,0.431719248589876,2.435944791243428,0.30506320221696726,412.8959208261617,-1.6418222225142642,6.075844632992848,2.216004322247569,25.98864757841156,1242.17,8
2017,26.042410958904107,54.00405479452055,1365.72,balrampur,0.405329274964939,3.501815514836724,0.220206401558233,407.5459208261618,0.9495822987822464,5.2452479086020976,2.435944791243428,26.00656870524241,1283.3533333333332,8
2018,25.53030136986301,54.49030136986301,1565.04,balrampur,0.4347223635106229,2.7900017061934825,-0.2919031874828626,606.8659208261618,1.4358288741247094,7.79639126986919,3.501815514836724,25.899993362776655,1433.9433333333334,8
2019,25.23506849315068,59.99158904109589,1508.35,balrampur,0.4419758367226269,2.889001687908217,-0.5871360641951924,550.1759208261617,6.93711654535759,13.0260118178144,2.7900017061934825,25.602593607305934,1479.7033333333336,8
2020,24.510027322404373,61.70521857923497,1371.43,balrampur,0.4593842467934032,2.838978244868902,-1.312177234941501,413.25592082616186,8.65074608349667,14.09548252669979,2.889001687908217,25.091799061806018,1481.6066666666666,8
2021,24.755260273972603,61.77501369863014,2020.49,balrampur,0.4203803295620392,2.881950282214483,-1.066944283373271,1062.3159208261618,8.720541202891837,20.410644694526727,2.838978244868902,24.83345202984255,1633.4233333333334,8
2022,25.11791780821918,63.33704109589041,1290.7,balrampur,0.4380627302775467,2.7150046683214537,-0.7042867491266946,332.52592082616184,10.28256860015211,14.312114557540424,2.881950282214483,24.79440180153205,1560.8733333333332,8
2023,25.368136986301373,59.445068493150686,1211.82,balrampur,0.4314723079391956,2.7593716862626287,-0.4540675710445008,253.64592082616173,6.390595997412383,9.3811227767185,2.7150046683214537,25.080438356164382,1507.67,8
2024,25.665300546448087,57.65103825136612,1437.91,balrampur,0.4194400222509797,2.101998980564236,-0.1569040108977866,479.7359208261619,4.5965657556278146,9.550828974787219,2.7593716862626287,25.383785113656213,1313.4766666666667,8
2016,26.73549180327869,51.99743169398907,1134.11,banda,0.3840862349409589,1.4664495267766526,0.9132872459328176,175.9359208261617,-1.0570408017492312,3.7296872559436656,1.4024967681233698,26.951581518077706,903.8599999999999,9
2017,27.34309589041096,46.83923287671233,648.28,banda,0.3975526557556259,1.3314989138305575,1.5208913330650873,-309.89407917383824,-6.215239619025972,10.835071743829442,1.4664495267766526,27.082086308855455,818.6666666666666,9
2018,27.13709589041096,47.84156164383561,899.24,banda,0.3854697158252807,1.809562104026517,1.3148913330650878,-58.9340791738382,-5.212910851902691,7.117142976706161,1.3314989138305575,27.07189452803354,893.8766666666667,9
2019,26.22619178082192,56.15506849315068,1065.48,banda,0.3472135135223537,1.6758514304314291,0.4039872234760473,107.30592082616181,3.100595997412377,4.577642429150043,1.809562104026517,26.902127853881282,871.0,9
2020,25.35379781420765,59.39620218579235,962.82,banda,0.4034377082314636,1.8146554091158704,-0.4684067431382246,4.645920826161841,6.341729690054045,6.856595641453888,1.6758514304314291,26.23902849514684,975.8466666666668,9
2021,26.162328767123288,54.08542465753425,965.37,banda,0.4122007946021617,2.085174106965602,0.3401242097774144,7.195920826161796,1.0309521617959447,1.443035579834977,1.8146554091158704,25.91410612071762,997.89,9
2022,26.34219178082192,55.66865753424658,916.89,banda,0.4204078331145853,2.230928827404994,0.519987223476047,-41.28407917383822,2.6141850385082748,3.5470130537227043,2.085174106965602,25.952772787384287,948.3600000000001,9
2023,26.26572602739726,54.396,859.81,banda,0.4080488769230991,1.9005577057873404,0.44352147005138676,-98.36407917383826,1.3415275042616983,2.7686897660514678,2.230928827404994,26.25674885844749,914.0233333333334,9
2024,26.645327868852466,53.76106557377049,773.41,banda,0.3947631407853593,0.9096590459615536,0.8231233115065919,-184.76407917383824,0.706593078032185,3.3773571812771594,1.9005577057873404,26.41774855902388,850.0366666666667,9
2016,25.7488524590164,47.53765027322404,1068.98,bareilly,0.3688039644028889,2.8500010162188527,-0.07335209832947243,110.80592082616181,-5.516822222514264,6.698233529105355,2.5350010910738963,25.44626184594656,1111.585,10
2017,25.761561643835616,49.2612602739726,938.75,bareilly,0.3780776046367756,2.8229987684729063,-0.0606429135102573,-19.42407917383821,-3.7932122217656996,4.048095927014339,2.8500010162188527,25.551361778576247,1053.9733333333334,10
2018,25.26605479452055,52.4834794520548,1265.42,bareilly,0.4123761565448094,2.98599782490484,-0.5561497628253242,307.24592082616186,-0.5709930436835009,4.199602014770443,2.8229987684729063,25.592156299124188,1091.05,10
2019,25.132986301369865,55.17087671232876,951.35,bareilly,0.406464817652169,2.794997859382121,-0.6892182559760087,-6.824079173838186,2.1164042165904604,2.873863264304851,2.98599782490484,25.386867579908678,1051.84,10
2020,24.51969945355191,55.86904371584699,1010.58,bareilly,0.4044451894364155,2.9140020811857874,-1.302505103793962,52.40592082616183,2.8145712201086894,4.64113553216427,2.794997859382121,24.972913516480777,1075.7833333333335,10
2021,24.6233698630137,56.84180821917808,1218.28,bareilly,0.4179693101123183,3.252998172304149,-1.1988346943321737,260.10592082616176,3.7873357234397744,7.587229626033565,2.9140020811857874,24.75868520597849,1060.07,10
2022,25.25246575342465,58.35572602739726,902.82,bareilly,0.4214699737641622,3.069997953714009,-0.5697388039212221,-55.35407917383816,5.301253531658958,6.424533127318561,3.252998172304149,24.798511689996754,1043.8933333333334,10
2023,24.77364383561644,58.31295890410959,1061.8,bareilly,0.449430787179517,3.1509987602975285,-1.0485607217294337,103.62592082616175,5.25848640837129,7.343306338362341,3.069997953714009,24.883159817351597,1060.9666666666667,10
2024,25.333743169398907,55.50437158469945,1072.45,bareilly,0.3611886915947893,1.857999604888099,-0.48846138794696614,114.27592082616184,2.4498990889611463,4.081119685169731,3.1509987602975285,25.11995091948,1012.3566666666666,10
2016,26.23068306010929,51.96762295081968,1134.04,basti,0.4108999997014337,2.368999623951656,0.40847850276341546,175.86592082616176,-1.0868495449186213,3.2539872559436542,2.290000197118133,26.314547009506697,969.8199999999999,11
2017,26.177890410958906,54.499890410958905,1168.61,basti,0.3696873441092965,2.420004799930183,0.35568585361303207,210.4359208261617,1.4454179152206024,3.9054629770952514,2.368999623951656,26.26899480999077,1036.0833333333333,11
2018,25.78649315068493,54.17115068493151,1389.7,basti,0.3921330381111095,2.7769990726870675,-0.03571140666094408,431.52592082616184,1.116678189193209,5.467648804115772,2.420004799930183,26.065022207251044,1230.7833333333333,11
2019,25.521890410958903,60.08019178082192,1356.82,basti,0.3865784710665821,2.4620029057880863,-0.3003141463869703,398.6459208261617,7.025719285083618,11.312492639732206,2.7769990726870675,25.828757990867583,1305.0433333333333,11
2020,24.68524590163934,62.09101092896175,1112.57,basti,0.4157050477508759,2.765999411754529,-1.1369586557065325,154.39592082616173,9.036538433223448,11.717456297191598,2.4620029057880863,25.33120982109439,1286.3633333333335,11
2021,25.06419178082192,61.04534246575342,1514.49,basti,0.4203996565940133,3.149003545244897,-0.7580127765239553,556.3159208261618,7.990869970015119,14.312041954800693,2.765999411754529,25.09044269780672,1327.96,11
2022,25.348000000000003,62.64189041095891,1069.36,basti,0.4075606097487278,2.9130025785101754,-0.4742045573458711,111.18592082616169,9.587417915220605,11.173481680828093,3.149003545244897,25.032479227487087,1232.14,11
2023,25.598657534246577,58.631589041095886,988.34,basti,0.4072533934171372,3.2179983701998607,-0.22354702309929664,30.165920826161823,5.577116545357583,6.102322776718498,2.9130025785101754,25.3369497716895,1190.73,11
2024,25.853360655737703,57.765109289617484,1293.25,basti,0.4057631940299845,2.1220011702750146,0.03115609839182909,335.0759208261618,4.710636793879182,8.092552100532629,3.2179983701998607,25.600006063328095,1116.9833333333333,11
2016,25.949562841530057,41.78819672131147,665.98,bijnor,0.4362500741682622,2.953002333028768,0.12735828418418293,-292.1940791738382,-11.26627577442683,14.315574850349396,2.737997452132413,25.364027996107495,795.75,12
2017,25.52284931506849,46.28857534246576,723.78,bijnor,0.4510266693800766,2.925000459668671,-0.2993552422773824,-234.39407917383824,-6.76589715327254,9.409193187288306,2.953002333028768,25.41696843576116,771.7599999999999,12
2018,24.7642191780822,51.57986301369864,983.42,bijnor,0.4686990793626652,2.986988612780394,-1.0579853792636733,25.24592082616175,-1.4746094820396607,2.7850540695649517,2.925000459668671,25.412210444893585,791.06,12
2019,24.96668493150685,51.37413698630137,722.76,bijnor,0.4560247479766235,2.8609996798312523,-0.8555196258390225,-235.41407917383822,-1.6803355094369294,4.8899959270143345,2.986988612780394,25.084584474885848,809.9866666666667,12
2020,24.17314207650273,54.17751366120219,911.61,bijnor,0.4909051985597007,3.047998927997141,-1.649062480843142,-46.564079173838195,1.1230411654638885,3.2377444380454126,2.8609996798312523,24.634682062030592,872.5966666666667,12
2021,24.34019178082192,55.328136986301374,1212.97,bijnor,0.4697268443486939,3.2020032014635262,-1.482012776523952,254.79592082616182,2.273664490563071,6.303636475348641,3.047998927997141,24.493339596277167,949.1133333333333,12
2022,24.619671232876712,60.20627397260274,1108.46,bijnor,0.4721437804934117,3.1929979007245888,-1.2025333244691616,150.28592082616183,7.151801476864435,9.857194009595215,3.2020032014635262,24.377668363400456,1077.68,12
2023,24.264712328767125,58.99679452054795,1107.65,bijnor,0.4891233770969786,3.303997837180224,-1.5574922285787487,149.47592082616188,5.942322024809648,8.994573461650017,3.1929979007245888,24.40819178082192,1143.0266666666666,12
2024,25.15445355191257,54.14871584699453,981.02,bijnor,0.4475738996013114,2.7029995195277645,-0.6677510054333027,22.845920826161773,1.0942433512562246,1.990453564951145,3.303997837180224,24.67961237118547,1065.71,12
2016,26.24983606557377,40.51040983606557,668.91,bulandshahr,0.3870012687758983,3.77099818430432,0.427631508227897,-289.26407917383824,-12.544062659672733,15.864334959639013,3.3379991484843545,25.871274197170447,693.88,13
2017,25.852520547945204,43.75534246575343,670.1,bulandshahr,0.4058987443030153,3.570998101213572,0.030315990599330433,-288.0740791738382,-9.299130029984873,12.210186812322586,3.77099818430432,25.865022980762035,685.9533333333334,13
2018,25.42608219178082,48.26841095890411,840.16,bulandshahr,0.4272017601133139,3.957000788463006,-0.3961223655650521,-118.01407917383824,-4.78606153683419,6.362324694137624,3.570998101213572,25.842812935099932,726.39,13
2019,25.482876712328768,50.03180821917808,626.41,bulandshahr,0.3973788691611282,3.710001586172668,-0.339327845017106,-331.76407917383824,-3.0226642765602207,6.679632913315709,3.957000788463006,25.5871598173516,712.2233333333334,13
2020,25.10092896174864,49.78718579234973,648.65,bulandshahr,0.418934988918234,3.94700190206941,-0.7212755955972341,-309.52407917383823,-3.267286703388571,7.083803090724187,3.710001586172668,25.33662928861941,705.0733333333334,13
2021,24.604273972602737,55.21109589041096,1101.64,bulandshahr,0.4211263522015529,4.215998421707591,-1.2179305847431365,143.4659208261619,2.156623394672657,4.809213187677413,3.94700190206941,25.062693215560046,792.2333333333332,13
2022,25.33117808219178,55.377972602739725,810.64,bulandshahr,0.4271524153164164,4.029998350039187,-0.4910264751540936,-147.53407917383822,2.323500107001422,4.289867373893898,4.215998421707591,25.012127005514387,853.6433333333334,13
2023,24.81158904109589,55.13805479452055,865.59,bulandshahr,0.4565620537225436,4.121000460077795,-1.0106155162499846,-92.58407917383818,2.0835822987822468,4.020038606770613,4.029998350039187,24.915680365296804,925.9566666666666,13
2024,25.48284153005464,51.8353825136612,836.47,bulandshahr,0.4196682217030829,2.7310018971256755,-0.3393630272912347,-121.70407917383818,-1.2190899820771008,2.7754938011067174,4.121000460077795,25.20853621778077,837.5666666666666,13
2017,27.14452054794521,51.194,765.5,chandauli,0.3945250759639797,2.2586134881280056,1.3223159905993356,-192.6740791738382,-1.8604724957382999,5.1095292780760175,2.2627240813901026,26.953626394191183,902.375,14
2018,27.03956164383562,48.42309589041096,761.7,chandauli,0.3744493135644913,2.324995100921027,1.217357086489745,-196.47407917383816,-4.63137660532734,7.813474483555466,2.2586134881280056,26.982271477405998,855.4833333333332,14
2019,26.474246575342463,56.47682191780822,1059.67,chandauli,0.3623805748151709,2.070002571355104,0.6520420179965889,101.49592082616186,3.422349422069921,5.089350648328129,2.324995100921027,26.886109589041098,862.29,14
2020,25.216803278688527,62.67448087431694,1040.55,chandauli,0.4268250330851333,2.542543841292429,-0.6054012786573466,82.37592082616175,9.620008378578639,11.049168865497602,2.070002571355104,26.24353716595554,953.9733333333334,14
2021,25.773890410958906,58.47260273972603,1114.41,chandauli,0.4226766779077527,2.543004500721408,-0.04831414638696785,156.23592082616187,5.418130243987726,7.028803598636312,2.542543841292429,25.82164675499663,1071.5433333333333,14
